INBOUND_DATE,PLANT_NAME,MATERIAL_NAME,NET_QUANTITY_MT,SHELF_LIFE_IN_MONTH,DOWNGRADE_VALUE_AVG_MT,POLYMER_TYPE,value,radius,Cluster,Cluster_Name
2024/08/17,CHINA-WAREHOUSE,MAT-0166,22.5,4,3772.764873586768,P-002,105.77,20.00087795240257,0,Critical Material
2024/08/17,CHINA-WAREHOUSE,MAT-0166,22.5,4,3772.764873586768,P-002,105.77,20.00087795240257,0,Critical Material
2024/08/17,CHINA-WAREHOUSE,MAT-0166,22.5,4,3772.764873586768,P-002,105.77,20.00087795240257,0,Critical Material
2024/08/17,CHINA-WAREHOUSE,MAT-0166,21.15,4,3772.764873586768,P-002,105.77,20.00087795240257,0,Critical Material
2024/10/18,CHINA-WAREHOUSE,MAT-0314,25.5,4,4182.500500511087,P-002,1244953.8,30.333839271977862,0,Critical Material
2024/10/18,CHINA-WAREHOUSE,MAT-0314,25.5,4,4182.500500511087,P-002,1244953.8,30.333839271977862,0,Critical Material
2024/10/18,CHINA-WAREHOUSE,MAT-0314,25.5,4,4182.500500511087,P-002,1244953.8,30.333839271977862,0,Critical Material
2024/10/18,CHINA-WAREHOUSE,MAT-0314,25.5,4,4182.500500511087,P-002,1244953.8,30.333839271977862,0,Critical Material
2023/12/13,CHINA-WAREHOUSE,MAT-0314,25.5,4,4182.500500511087,P-002,1244953.8,30.333839271977862,0,Critical Material
2023/12/13,CHINA-WAREHOUSE,MAT-0314,25.5,4,4182.500500511087,P-002,1244953.8,30.333839271977862,0,Critical Material
2023/12/13,CHINA-WAREHOUSE,MAT-0314,25.5,4,4182.500500511087,P-002,1244953.8,30.333839271977862,0,Critical Material
2023/12/13,CHINA-WAREHOUSE,MAT-0314,25.5,4,4182.500500511087,P-002,1244953.8,30.333839271977862,0,Critical Material
2023/12/13,CHINA-WAREHOUSE,MAT-0314,25.5,4,4182.500500511087,P-002,1244953.8,30.333839271977862,0,Critical Material
2023/12/13,CHINA-WAREHOUSE,MAT-0314,25.5,4,4182.500500511087,P-002,1244953.8,30.333839271977862,0,Critical Material
2023/12/13,CHINA-WAREHOUSE,MAT-0314,25.5,4,4182.500500511087,P-002,1244953.8,30.333839271977862,0,Critical Material
2023/12/13,CHINA-WAREHOUSE,MAT-0314,25.5,4,4182.500500511087,P-002,1244953.8,30.333839271977862,0,Critical Material
2023/12/13,CHINA-WAREHOUSE,MAT-0314,25.5,4,4182.500500511087,P-002,1244953.8,30.333839271977862,0,Critical Material
2023/12/13,CHINA-WAREHOUSE,MAT-0314,25.5,4,4182.500500511087,P-002,1244953.8,30.333839271977862,0,Critical Material
2023/12/13,CHINA-WAREHOUSE,MAT-0314,25.5,4,4182.500500511087,P-002,1244953.8,30.333839271977862,0,Critical Material
2023/12/13,CHINA-WAREHOUSE,MAT-0314,25.5,4,4182.500500511087,P-002,1244953.8,30.333839271977862,0,Critical Material
2023/12/13,CHINA-WAREHOUSE,MAT-0314,25.5,4,4182.500500511087,P-002,1244953.8,30.333839271977862,0,Critical Material
2023/12/13,CHINA-WAREHOUSE,MAT-0314,25.5,4,4182.500500511087,P-002,1244953.8,30.333839271977862,0,Critical Material
2023/12/13,CHINA-WAREHOUSE,MAT-0314,25.5,4,4182.500500511087,P-002,1244953.8,30.333839271977862,0,Critical Material
2023/12/13,CHINA-WAREHOUSE,MAT-0314,12.0,4,4182.500500511087,P-002,1244953.8,30.333839271977862,0,Critical Material
2023/12/13,CHINA-WAREHOUSE,MAT-0314,13.5,4,4182.500500511087,P-002,1244953.8,30.333839271977862,0,Critical Material
2023/12/13,CHINA-WAREHOUSE,MAT-0314,25.5,4,4182.500500511087,P-002,1244953.8,30.333839271977862,0,Critical Material
2023/12/13,CHINA-WAREHOUSE,MAT-0314,25.5,4,4182.500500511087,P-002,1244953.8,30.333839271977862,0,Critical Material
2023/12/13,CHINA-WAREHOUSE,MAT-0314,25.5,4,4182.500500511087,P-002,1244953.8,30.333839271977862,0,Critical Material
2023/12/13,CHINA-WAREHOUSE,MAT-0314,25.5,4,4182.500500511087,P-002,1244953.8,30.333839271977862,0,Critical Material
2023/12/16,CHINA-WAREHOUSE,MAT-0328,22.5,6,3794.847221285801,P-002,619244.01,25.14008477220203,0,Critical Material
2023/12/16,CHINA-WAREHOUSE,MAT-0328,3.0,6,3794.847221285801,P-002,619244.01,25.14008477220203,0,Critical Material
2023/12/16,CHINA-WAREHOUSE,MAT-0328,25.5,6,3794.847221285801,P-002,619244.01,25.14008477220203,0,Critical Material
2023/12/16,CHINA-WAREHOUSE,MAT-0314,25.5,4,4182.500500511087,P-002,1244953.8,30.333839271977862,0,Critical Material
2023/12/16,CHINA-WAREHOUSE,MAT-0314,25.5,4,4182.500500511087,P-002,1244953.8,30.333839271977862,0,Critical Material
2023/12/16,CHINA-WAREHOUSE,MAT-0314,25.5,4,4182.500500511087,P-002,1244953.8,30.333839271977862,0,Critical Material
2023/12/16,CHINA-WAREHOUSE,MAT-0314,25.5,4,4182.500500511087,P-002,1244953.8,30.333839271977862,0,Critical Material
